SKU,Name1,Name2
ST20231124_043356_I CAN FIX THAT,I CAN FIX,THAT
ST20231124_043358_THE ROAD SO FAR,THE ROAD,SO FAR..
ST20231124_043400_THE FAMILY YOU MAKE,THE FAMILY,YOU MAKE
ST20231124_043401_WE GOT WORK TO DO,WE GOT,WORK TO DO
ST20231124_043403_HERE WE GO AGAIN,HERE WE GO,AGAIN
ST20231124_043407_ITS WHAT WE DO,IT'S WHAT,WE DO
ST20231124_043342_IVE GOT A FEVER AND THE ONLY PRESCRIPTION IS MORE COWBELL,"I'VE GOT A FEVER, AND THE ONLY",PRESCRIPTION IS MORE COWBELL
ST20231124_043343_IM NOT SAYING ITS DEMONS BUT ITS DEMONS,I'M NOT SAYING IT'S,"DEMONS, BUT IT'S DEMONS"
ST20231124_043344_IM NOT CRAZY IM JUST A LITTLE UNWELL,"I'M NOT CRAZY, I'M",JUST A LITTLE UNWELL
ST20231124_043345_IM FULL OF FUN FACTS,I'M FULL OF,FUN FACTS
ST20231124_043346_ITS NOT DEMONS BUT ITS DEMONS,"IT'S NOT DEMONS,",BUT IT'S DEMONS
ST20231124_043347_IVE BEEN AT THIS FOR A LONG TIME,I'VE BEEN AT THIS,FOR A LONG TIME
ST20231124_043348_I AINT LEAVING YOU ALONE,I AIN'T,LEAVING YOU ALONE
ST20231124_043349_JUST CAUSE YOURE BLOOD DONT MAKE YOU FAMILY,"JUST 'CAUSE YOU'RE BLOOD,",DON'T MAKE YOU FAMILY
ST20231124_043350_YOURE GOING TO REAP JUST WHAT YOU SOW,YOU'RE GOING TO REAP,JUST WHAT YOU SOW
ST20231124_043351_WELL ARENT YOU A SWEET LITTLE MAGGOT,"WELL, AREN'T YOU A",SWEET LITTLE MAGGOT
ST20231124_043352_YOURE SUCH A NERD,YOU'RE SUCH,A NERD
ST20231124_043353_I CAN HAZ CHEESEBURGER,I CAN HAZ,CHEESEBURGER?
ST20231124_043354_YOU ME AND BABY MAKES THREE,"YOU, ME, AND",BABY MAKES THREE
ST20231124_043355_HEY YOU THERE I SAW THAT,"HEY, YOU THERE.",I SAW THAT
ST20231124_043357_HES GOT AN ANGEL ON ONE SHOULDER AND A DEVIL ON THE OTHER,HE'S GOT AN ANGEL ON ONE,SHOULDER AND A DEVIL ON THE OTHER
ST20231124_043359_THE FAMILY YOURE BORN INTO AND THE FAMILY YOU MAKE,"THE FAMILY YOU'RE BORN INTO,",AND THE FAMILY YOU MAKE
ST20231124_043402_SAVING PEOPLE HUNTING THINGS,"SAVING PEOPLE,",HUNTING THINGS
ST20231124_043404_IM NOT A DEMON AND IM NOT A DICK,"I'M NOT A DEMON,",AND I'M NOT A DICK
ST20231124_043405_YOU KNOW WHAT IM CRAVING,YOU KNOW WHAT,I'M CRAVING?
ST20231124_043406_IM AN ANGEL YOU ASS,I'M AN,"ANGEL, YOU ASS"
ST20231124_043408_IM GONNA NEED A BIGGER MOUTH,I'M GONNA NEED A,BIGGER MOUTH
ST20231124_043410_DRIVER PICKS THE MUSIC,DRIVER PICKS,THE MUSIC
ST20231124_043411_IM THE ONE WHO GRIPPED YOU TIGHT AND RAISED YOU FROM PERDITION,I'M THE ONE WHO GRIPPED YOU TIGHT,AND RAISED YOU FROM PERDITION
ST20231124_043412_IM NOT CRAZY JUST A LITTLE UNWELL,"I'M NOT CRAZY, JUST",A LITTLE UNWELL
ST20231124_043413_YOURE GOING TO REAP WHAT YOU SOW,YOU'RE GOING TO,REAP WHAT YOU SOW
ST20231124_043414_NO LOUD PHONE CONVERSATIONS,NO LOUD PHONE,CONVERSATIONS
ST20231124_043415_DRIVER GETS THE FINAL SAY ON BATHROOM BREAKS,DRIVER GETS THE FINAL,SAY ON BATHROOM BREAKS
ST20231124_043416_NO ARGUING ABOUT THE VOLUME OF THE TV,NO ARGUING ABOUT THE,VOLUME OF THE TV
ST20231124_043417_NO ARGUING ABOUT WHERE TO STOP FOR COFFEE,NO ARGUING ABOUT WHERE,TO STOP FOR COFFEE
ST20231124_043418_NO COMPLAINING ABOUT THE HOTEL CHOICE,NO COMPLAINING ABOUT,THE HOTEL CHOICE
ST20231124_043419_NO CHANGING THE RADIO STATION,NO CHANGING THE,RADIO STATION
