SKU,Name1,Name2
ST20231111_194351_FEAR IS THE MIND KILLER,FEAR IS,THE MIND KILLER
ST20231111_194352_IF YOU BUILD IT HE WILL COME,IF YOU BUILD,"IT, HE WILL COME"
ST20231111_194353_LONG IS THE ROAD SHORT IS THE LIFE,"LONG IS THE ROAD,",SHORT IS THE LIFE
ST20231111_194354_ITS ALL ABOUT THE WHY,IT'S ALL,ABOUT THE WHY
ST20231111_194355_WORK HARD DREAM BIG,WORK HARD,DREAM BIG
ST20231111_194356_SHOW ME THE MONEY,SHOW ME,THE MONEY
ST20231111_194357_LET THE ONE WHO CREATED YOU,LET THE ONE,WHO CREATED YOU
ST20231111_194358_DO NOT FEAR THE MIST,DO NOT,FEAR THE MIST
ST20231111_194359_ALL EMOTIONS ARE VALIDP,ALL EMOTIONS,ARE VALIDP
ST20231111_194400_SHE IS THE DARKNESS,SHE IS,THE DARKNESS
ST20231111_194401_ONCE UPON A DREAM,ONCE UPON,A DREAM
ST20231111_194402_YOU ARE SO PRETTY,YOU ARE,SO PRETTY
ST20231111_194403_HE CALLS ME BEAUTIFUL ONE,HE CALLS,ME BEAUTIFUL ONE
ST20231111_194404_AN APPEAL TO HEAVEN,AN APPEAL,TO HEAVEN
ST20231111_194405_DANCE LIKE NO ONES WATCHING,DANCE LIKE,NO ONE'S WATCHING
ST20231111_194406_I LIKE BIG BOOKS AND I CANNOT LIE,I LIKE BIG BOOKS,AND I CANNOT LIE
ST20231111_194407_TO ME YOU ARE PERFECT,"TO ME,",YOU ARE PERFECT
ST20231111_194408_I THOUGHT YOU LOVED ME,I THOUGHT,YOU LOVED ME
ST20231111_194409_IN A WORLD OF MY OWN,IN A WORLD,OF MY OWN
ST20231111_194410_MY EXECUTIVE DONT FUNCTION,MY EXECUTIVE,DON'T FUNCTION
ST20231111_194411_A GIRL IS NO ONE,A GIRL,IS NO ONE
ST20231111_194412_MEN WRITTEN BY WOMEN,MEN WRITTEN,BY WOMEN
ST20231111_194413_WOULD YOU KISS ME YEAHDE,WOULD YOU,KISS ME? YEAHDE
ST20231111_194414_BLOOM WHERE YOU ARE PLANTED,BLOOM WHERE,YOU ARE PLANTED
ST20231111_194415_WE HAVE TRAVELED THE WORLD,WE HAVE TRAVELED,THE WORLD
ST20231111_194416_IT ENDS WITH US BOOK,IT ENDS,WITH US BOOK
ST20231111_194417_BEAUTIFUL MINDS INSPIRE OTHERS,BEAUTIFUL MINDS,INSPIRE OTHERS
ST20231111_194418_THIS TOO SHALL PASS,THIS TOO,SHALL PASS.
ST20231111_194419_NOBODY MAKES ME BLEED MY OWN BLOOD,NOBODY MAKES ME,BLEED MY OWN BLOOD
ST20231111_194420_THERE IS ALWAYS ANOTHER SECRET,THERE IS ALWAYS,ANOTHER SECRET!
ST20231111_194421_SPEED HOLES MAKE IT GO FASTER,SPEED HOLES MAKE,IT GO FASTER
ST20231111_194422_YOUVE GOT A FRIEND IN ME,YOU'VE GOT A,FRIEND IN ME
ST20231111_194424_WERE ALL STORIES IN THE END,WE'RE ALL STORIES,IN THE END
ST20231111_194425_NOBODY IS COMING TO SAVE YOU,NOBODY IS COMING,TO SAVE YOU
